Accession-1,Gene Name,start,end,Genes in same transcription unit,Promoters,Centisome-Position,Direction,Transcription Units,operon,promotorstart,promotorend,operon_direction
b3065,rpsU,3210781,3210996,rpsU // dnaG // rpoD,rpsUp1 // rpsUp3 // rpsUp2 // rpsUp1,69.17324,+,rpsU // rpsU-dnaG-rpoD // rpsU-dnaG-rpoD // rpsU-dnaG-rpoD,rpsU-dnaG-rpoD,3210481,3210781,+
b3066,dnaG,3211107,3212852,dnaG // rpoD // rpsU,rpsUp3 // rpsUp2 // rpsUp1,69.18026,+,rpsU-dnaG-rpoD // rpsU-dnaG-rpoD // rpsU-dnaG-rpoD,rpsU-dnaG-rpoD,3210481,3210781,+
b3067,rpoD,3213047,3214888,rpsU // dnaG // rpoD,rpoDp4 // rpoDp3 // rpoDp2 // rpoDp1 // rpsUp3 // rpsUp2 // rpsUp1,69.22205,+,rpoD // rpoD // rpoD // rpoD // rpsU-dnaG-rpoD // rpsU-dnaG-rpoD // rpsU-dnaG-rpoD,rpsU-dnaG-rpoD,3210481,3210781,+
b3068,mug,3214967,3215473,mug,,69.26342,-,mug,mug,3215473,3215773,-
b3069,ileX,3215598,3215673,ileX,ileXp,69.277016,+,ileX,ileX,3215298,3215598,+
b3070,nfeF,3215727,3216491,nfeF,yqjHp,69.27979,-,nfeF,nfeF,3216491,3216791,-
b3071,nfeR,3216779,3217402,nfeR,nfeRp,69.30246,+,nfeR,nfeR,3216479,3216779,+
b3072,aer,3217556,3219076,aer,aerp,69.3192,-,aer,aer,3219076,3219376,-
b3073,patA,3219494,3220873,patA,patAp2 // patAp,69.360954,+,patA // patA,patA,3219194,3219494,+
b3074,ygjH,3220915,3221247,ygjH,,69.39156,-,ygjH,ygjH,3221247,3221547,-
b3075,ebgR,3221466,3222449,ebgR,ebgRp,69.403435,+,ebgR,ebgR,3221166,3221466,+
b3076,ebgA,3222633,3225725,ebgA // ebgC,ebgAp,69.42858,+,ebgAC,ebgAC,3222333,3222633,+
b3077,ebgC,3225722,3226171,ebgA // ebgC,ebgAp,69.49513,+,ebgAC,ebgAC,3222333,3222633,+
b3078,ygjI,3226234,3227667,ygjI,,69.50616,+,ygjI,ygjI,3225934,3226234,+
b3079,ygjJ,3227801,3228871,ygjK // ygjJ,,69.53992,+,ygjJK,ygjJK,3227501,3227801,+
b3080,ygjK,3228888,3231239,ygjK // ygjJ,,69.56333,+,ygjJK,ygjJK,3227501,3227801,+
b3081,fadH,3231665,3233683,fadH,fadHp,69.62317,+,fadH,fadH,3231365,3231665,+
b3082,higA,3233728,3234144,higB // higA,higBp,69.66761,-,higBA,higBA,3234455,3234755,-
b3083,higB,3234141,3234455,higB // higA,higBp,69.676506,-,higBA,higBA,3234455,3234755,-
b3084,rlmG,3234739,3235875,rlmG,,69.68939,-,rlmG,rlmG,3235875,3236175,-
b3085,ygjP,3235960,3236463,ygjP,,69.7157,+,ygjP,ygjP,3235660,3235960,+
b3086,ygjQ,3236540,3237232,ygjQ,,69.72819,+,ygjQ,ygjQ,3236240,3236540,+
b3087,ygjR,3237311,3238297,ygjR,ygjRp,69.744804,+,ygjR,ygjR,3237011,3237311,+
b3088,alx,3238580,3239545,alx,,69.77214,+,alx,alx,3238280,3238580,+
b3089,sstT,3239944,3241188,sstT,sstTp,69.80153,+,sstT,sstT,3239644,3239944,+
b3090,ygjV,3241193,3241744,ygjV,,69.82844,-,ygjV,ygjV,3241744,3242044,-
b3091,uxaA,3241827,3243314,uxaA // uxaC,uxaCp1 // uxaCp2,69.842094,-,uxaCA // uxaCA,uxaCA,3244741,3245041,-
b3092,uxaC,3243329,3244741,uxaA // uxaC,uxaCp1 // uxaCp2,69.87445,-,uxaCA // uxaCA,uxaCA,3244741,3245041,-
b3093,exuT,3245224,3246522,exuT,exuTp1 // exuTp2,69.91528,+,exuT // exuT,exuT,3244924,3245224,+
b3094,exuR,3246652,3247428,exuR,exuRp2,69.946045,+,exuR,exuR,3246352,3246652,+
b3095,yqjA,3247773,3248435,mzrA // yqjA,yqjAp1 // yqjAp2,69.9702,+,yqjA-mzrA // yqjA-mzrA,yqjA-mzrA,3247473,3247773,+
b3096,mzrA,3248439,3248822,mzrA // yqjA,yqjAp1 // yqjAp2,69.98454,+,yqjA-mzrA // yqjA-mzrA,yqjA-mzrA,3247473,3247773,+
b3097,yqjC,3248969,3249337,yqjK // yqjE // yqjD // yqjC,,69.995964,+,yqjCDEK,yqjCDEK,3248669,3248969,+
b3098,yqjD,3249375,3249680,yqjK // yqjE // yqjD // yqjC,,70.00471,+,yqjCDEK,yqjCDEK,3248669,3248969,+
b3099,yqjE,3249683,3250087,yqjK // yqjE // yqjD // yqjC,,70.011345,+,yqjCDEK,yqjCDEK,3248669,3248969,+
b3100,yqjK,3250077,3250376,yqjK // yqjE // yqjD // yqjC,,70.01984,+,yqjCDEK,yqjCDEK,3248669,3248969,+
b3101,yqjF,3250562,3250954,yqjF,,70.03028,+,yqjF,yqjF,3250262,3250562,+
b3102,yqjG,3251024,3252010,yqjG,,70.04024,+,yqjG,yqjG,3250724,3251024,+
b3103,yhaH,3252304,3252669,yhaH,,70.06781,+,yhaH,yhaH,3252004,3252304,+
b3104,yhaI,3252911,3253267,yhaI,,70.08089,+,yhaI,yhaI,3252611,3252911,+
b3105,yhaJ,3253318,3254214,yhaJ,,70.08965,-,yhaJ,yhaJ,3254214,3254514,-
b3106,yhaK,3254319,3255020,yhaL // yhaK,,70.11122,+,yhaKL,yhaKL,3254019,3254319,+
b3107,yhaL,3255043,3255207,yhaL // yhaK,,70.126816,+,yhaKL,yhaKL,3254019,3254319,+
b3110,cyuP,3256679,3258010,cyuP // cyuA,,70.16207,-,cyuPA,cyuPA,3258010,3258310,-
b3113,tdcF,3259721,3260110,tdcG // tdcF // tdcE // tdcD // tdcC // tdcB // tdcA,tdcBp // tdcAp,70.22761,-,tdcBCDEFG // tdcABCDEFG,tdcABCDEFG,3267065,3267365,-
b3114,tdcE,3260124,3262418,tdcG // tdcF // tdcE // tdcD // tdcC // tdcB // tdcA,tdcBp // tdcAp,70.23629,-,tdcBCDEFG // tdcABCDEFG,tdcABCDEFG,3267065,3267365,-
b3115,tdcD,3262452,3263660,tdcG // tdcF // tdcE // tdcD // tdcC // tdcB // tdcA,tdcBp // tdcAp,70.28644,-,tdcBCDEFG // tdcABCDEFG,tdcABCDEFG,3267065,3267365,-
b3116,tdcC,3263686,3265017,tdcG // tdcF // tdcE // tdcD // tdcC // tdcB // tdcA,tdcBp // tdcAp,70.31303,-,tdcBCDEFG // tdcABCDEFG,tdcABCDEFG,3267065,3267365,-
b3117,tdcB,3265039,3266028,tdcG // tdcF // tdcE // tdcD // tdcC // tdcB // tdcA,tdcBp // tdcAp,70.34218,-,tdcBCDEFG // tdcABCDEFG,tdcABCDEFG,3267065,3267365,-
b3118,tdcA,3266127,3267065,tdcA // tdcG // tdcF // tdcE // tdcD // tdcC // tdcB,tdcAp,70.365616,-,tdcABCDEFG,tdcABCDEFG,3267065,3267365,-
b3119,tdcR,3267380,3267598,tdcR,,70.39261,+,tdcR,tdcR,3267080,3267380,+
b3120,yhaB,3267854,3268393,yhaC // yhaB,,70.402824,+,yhaBC,yhaBC,3267554,3267854,+
b3121,yhaC,3268415,3269602,yhaC // yhaB,,70.41491,+,yhaBC,yhaBC,3267554,3267854,+
b3123,rnpB,3270216,3270592,rnpB // garK // garR // garL // garP,rnpBp // garPp,70.45371,-,rnpB // garPLRK-rnpB,garPLRK-rnpB,3274907,3275207,-
b3124,garK,3270625,3271770,garK // garL // garP // garR // rnpB,garPp,70.46252,-,garPLRK-rnpB,garPLRK-rnpB,3274907,3275207,-
b3125,garR,3271867,3272751,rnpB // garK // garR // garL // garP,garRp // garPp,70.48927,-,garR // garPLRK-rnpB,garPLRK-rnpB,3274907,3275207,-
b3126,garL,3272787,3273557,garK // garL // garP // garR // rnpB,garPp,70.5091,-,garPLRK-rnpB,garPLRK-rnpB,3274907,3275207,-
b3127,garP,3273573,3274907,garK // garL // garP // garR // rnpB,garPp,70.52603,-,garPLRK-rnpB,garPLRK-rnpB,3274907,3275207,-
b3128,garD,3275282,3276853,garD,garDp,70.56285,+,garD,garD,3274982,3275282,+
b3129,prlF,3277002,3277337,yhaV // prlF,sohAp,70.59991,+,sohA-yhaV,prlF-yhaV,3276702,3277002,+
b3130,yhaV,3277337,3277801,yhaV // prlF,sohAp,70.607124,+,sohA-yhaV,prlF-yhaV,3276702,3277002,+
b3131,agaR,3277856,3278665,agaR,agaRp,70.61831,-,agaR,agaR,3278665,3278965,-
b3132,kbaZ,3278914,3280194,agaA // agaW // agaV // kbaZ,kbaZp,70.6411,+,kbaZ-agaVWA,kbaZ-agaVWA,3278614,3278914,+
b3133,agaV,3280217,3280690,agaA // agaW // agaV // kbaZ,kbaZp,70.669174,+,kbaZ-agaVWA,kbaZ-agaVWA,3278614,3278914,+
b3134,agaW,3280701,3281102,agaA // agaW // agaV // kbaZ,kbaZp,70.679596,+,kbaZ-agaVWA,kbaZ-agaVWA,3278614,3278914,+
b3135,agaA,3281122,3281625,agaA // agaW // agaV // kbaZ,kbaZp,70.68867,+,kbaZ-agaVWA,kbaZ-agaVWA,3278614,3278914,+
b3136,agaS,3281976,3283130,agaI // agaD // agaC // agaB // kbaY // agaS,agaSp,70.70706,+,agaSYBCDI,agaS-kbaY-agaBCDI,3281676,3281976,+
b3137,kbaY,3283143,3284003,agaI // agaD // agaC // agaB // kbaY // agaS,agaSp,70.73221,+,agaSYBCDI,agaS-kbaY-agaBCDI,3281676,3281976,+
b3138,agaB,3284170,3284646,agaI // agaD // agaC // agaB // kbaY // agaS,agaSp,70.75433,+,agaSYBCDI,agaS-kbaY-agaBCDI,3281676,3281976,+
b3139,agaC,3284685,3285488,agaI // agaD // agaC // agaB // kbaY // agaS,agaSp,70.76543,+,agaSYBCDI,agaS-kbaY-agaBCDI,3281676,3281976,+
b3140,agaD,3285478,3286269,agaI // agaD // agaC // agaB // kbaY // agaS,agaSp,70.78251,+,agaSYBCDI,agaS-kbaY-agaBCDI,3281676,3281976,+
b3141,agaI,3286270,3287025,agaI // agaD // agaC // agaB // kbaY // agaS,agaSp,70.799576,+,agaSYBCDI,agaS-kbaY-agaBCDI,3281676,3281976,+
b3142,yraH,3287426,3288010,yraH,,70.82448,+,yraH,yraH,3287126,3287426,+
b3143,yraI,3288090,3288785,yraK // yraJ // yraI,,70.83878,+,yraIJK,yraIJK,3287790,3288090,+
b3144,yraJ,3288814,3291330,yraK // yraJ // yraI,,70.854385,+,yraIJK,yraIJK,3287790,3288090,+
b3145,yraK,3291341,3292432,yraK // yraJ // yraI,,70.90883,+,yraIJK,yraIJK,3287790,3288090,+
b3146,rsmI,3292475,3293335,rsmI,,70.93326,-,yraL,rsmI,3293335,3293635,-
b3147,lpoA,3293400,3295436,lpoA,,70.953186,+,yraM,lpoA,3293100,3293400,+
b3148,yraN,3295394,3295789,yraN,,70.99615,+,yraN,yraN,3295094,3295394,+
b3149,diaA,3295809,3296399,diaA,,71.00509,+,diaA,diaA,3295509,3295809,+
b3150,dolP,3296409,3296984,dolP,dolPp2 // dolPp1,71.01801,+,dolP // dolP,dolP,3296109,3296409,+
b3151,yraQ,3297098,3298138,yraQ,,71.03286,-,yraQ,yraQ,3298138,3298438,-
b3152,yraR,3298211,3298846,yraR,yraRp,71.05684,-,yraR,yraR,3298846,3299146,-
b3153,yhbO,3298974,3299492,yhbO,,71.07327,+,yhbO,yhbO,3298674,3298974,+
b3154,yhbP,3299472,3299915,yhbP,,71.08401,-,yhbP,yhbP,3299915,3300215,-
b3155,yhbQ,3299966,3300268,yhbQ,,71.09464,+,yhbQ,yhbQ,3299666,3299966,+
b3156,yhbS,3300255,3300758,ubiT // yhbS,ubiTp2 // ubiTp1,71.100876,-,ubiT-yhbS // ubiT-yhbS,ubiT-yhbS,3301276,3301576,-
b3157,ubiT,3300752,3301276,ubiT // yhbS,ubiTp2 // ubiTp1,71.11158,-,ubiT-yhbS // ubiT-yhbS,ubiT-yhbS,3301276,3301576,-
b3158,ubiU,3301485,3302480,ubiV // ubiU,,71.12737,+,ubiUV,ubiUV,3301185,3301485,+
b3159,ubiV,3302489,3303367,ubiV // ubiU,,71.148994,+,ubiUV,ubiUV,3301185,3301485,+
b3160,yhbW,3303448,3304455,yhbW,,71.16966,+,yhbW,yhbW,3303148,3303448,+
b3161,mtr,3304573,3305817,mtr,mtrp1 // mtrp2,71.1939,-,mtr // mtr,mtr,3305817,3306117,-
b3162,deaD,3305971,3307860,deaD // yrbN,yrbNp2 // yrbNp1,71.224014,-,yrbN-deaD // yrbN-deaD // deaD,yrbN-deaD,3307933,3308233,-
b3163,nlpI,3308040,3308924,nlpI,,71.26859,-,nlpI,nlpI,3308924,3309224,-
b3164,pnp,3309033,3311168,rpsO // truB // rbfA // infB // nusA // rimP // metY // pnp,rpsOp // pnpp // metYp1 // metYp2,71.289986,-,rpsO-pnp // pnp // metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp // metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp,metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp,3318289,3318589,-
b3165,rpsO,3311415,3311684,truB // rbfA // infB // nusA // rimP // metY // pnp // rpsO,rpsOp // rpsOp // metYp1 // metYp2,71.3413,-,rpsO // rpsO-pnp // metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp // metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp,metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp,3318289,3318589,-
b3166,truB,3311833,3312777,truB // rbfA // infB // nusA // rimP // metY // pnp // rpsO,metYp1 // metYp2,71.3503,-,metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp // metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp,metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp,3318289,3318589,-
b3167,rbfA,3312777,3313178,truB // rbfA // infB // nusA // rimP // metY // pnp // rpsO,metYp1 // metYp2,71.37064,-,metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp // metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp,metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp,3318289,3318589,-
b3168,infB,3313342,3316014,pnp // rpsO // truB // rbfA // nusA // rimP // metY // infB,nusAp // infBp // metYp1 // metYp2 // metYp1 // rimPp,71.38282,-,nusA-infB // infB // metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp // metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp // metY-yhbC-nusA-infB // rimP-nusA-infB,metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp,3318289,3318589,-
b3169,nusA,3316039,3317526,pnp // rpsO // truB // rbfA // nusA // rimP // metY // infB,nusAp // metYp1 // metYp2 // metYp1 // rimPp,71.440926,-,nusA-infB // metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp // metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp // metY-yhbC-nusA-infB // rimP-nusA-infB,metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp,3318289,3318589,-
b3170,rimP,3317554,3318006,pnp // rpsO // truB // rbfA // infB // nusA // rimP // metY,rimPp // metYp1 // metYp2 // metYp1,71.473564,-,rimP-nusA-infB // metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp // metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp // metY-yhbC-nusA-infB,metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp,3318289,3318589,-
b3171,metY,3318213,3318289,pnp // rpsO // truB // rbfA // infB // nusA // rimP // metY,metYp2 // metYp1 // metYp1 // metYp2 // metYp1,71.48776,-,metY // metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp // metY // metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp // metY-yhbC-nusA-infB,metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp,3318289,3318589,-
b3172,argG,3318637,3319980,argG,argGp,71.496895,+,argG,argG,3318337,3318637,+
b3173,yhbX,3319988,3321613,yhbX,,71.52599,-,yhbX,yhbX,3321613,3321913,-
b3174,leuU,3322072,3322158,leuU // secG,secGp2 // secGp1 // leuUp,71.5709,-,secG-leuU // secG-leuU // leuU,secG-leuU,3322505,3322805,-
b3175,secG,3322173,3322505,leuU // secG,secGp2 // secGp1,71.573074,-,secG-leuU // secG-leuU // secG,secG-leuU,3322505,3322805,-
b3176,glmM,3322733,3324070,folP // glmM,,71.58514,-,folP-glmM,folP-glmM,3324911,3325211,-
b3177,folP,3324063,3324911,folP // glmM,,71.61379,-,folP-glmM,folP-glmM,3324911,3325211,-
b3178,ftsH,3325001,3326935,ftsH // rlmE,rlmEp2 // rlmEp1,71.634,-,rlmE-ftsH // rlmE-ftsH,rlmE-ftsH,3327664,3327964,-
b3179,rlmE,3327035,3327664,ftsH // rlmE,rlmEp2 // rlmEp1,71.67782,-,rlmE-ftsH // rlmE-ftsH,rlmE-ftsH,3327664,3327964,-
b3180,yhbY,3327790,3328083,yhbY,yhbYp,71.69409,+,yhbY,yhbY,3327490,3327790,+
b3181,greA,3328239,3328715,greA,greAp1 // greAp2,71.70376,-,greA // greA,greA,3328715,3329015,-
b3182,dacB,3328963,3330396,dacB,,71.71936,+,dacB,dacB,3328663,3328963,+
b3183,obgE,3330582,3331754,obgE // yhbE // rpmA // rplU,rplUp,71.754234,-,rplU-rpmA-yhbE-obgE,rplU-rpmA-yhbE-obgE,3333451,3333751,-
b3184,yhbE,3331770,3332735,obgE // yhbE // rpmA // rplU,rplUp,71.77983,-,rplU-rpmA-yhbE-obgE,rplU-rpmA-yhbE-obgE,3333451,3333751,-
b3185,rpmA,3332862,3333119,obgE // yhbE // rpmA // rplU,rplUp // rplUp,71.80335,-,rplU-rpmA-yhbE-obgE // rplU-rpmA,rplU-rpmA-yhbE-obgE,3333451,3333751,-
b3186,rplU,3333140,3333451,obgE // yhbE // rpmA // rplU,rplUp // rplUp,71.80935,-,rplU-rpmA-yhbE-obgE // rplU-rpmA,rplU-rpmA-yhbE-obgE,3333451,3333751,-
b3187,ispB,3333710,3334681,ispB,,71.82163,+,ispB,ispB,3333410,3333710,+
b3188,sfsB,3334909,3335187,sfsB,sfsBp,71.84746,+,sfsB,sfsB,3334609,3334909,+
b3189,murA,3335235,3336494,ibaG // murA,ibaGp1,71.854485,-,ibaG-murA // murA,ibaG-murA,3336803,3337103,-
b3190,ibaG,3336549,3336803,ibaG // murA,ibaGp1 // ibaGp2,71.88279,-,ibaG-murA // ibaG,ibaG-murA,3336803,3337103,-
b3191,mlaB,3336963,3337256,mlaB // mlaC // mlaD // mlaE // mlaF,mlaFp3 // mlaFp1 // mlaFp2,71.89171,-,mlaFEDCB // mlaFEDCB // mlaFEDCB,mlaFEDCB,3340065,3340365,-
b3192,mlaC,3337256,3337891,mlaB // mlaC // mlaD // mlaE // mlaF,mlaFp3 // mlaFp1 // mlaFp2,71.898026,-,mlaFEDCB // mlaFEDCB // mlaFEDCB,mlaFEDCB,3340065,3340365,-
b3193,mlaD,3337910,3338461,mlaB // mlaC // mlaD // mlaE // mlaF,mlaFp3 // mlaFp1 // mlaFp2,71.91211,-,mlaFEDCB // mlaFEDCB // mlaFEDCB,mlaFEDCB,3340065,3340365,-
b3194,mlaE,3338466,3339248,mlaB // mlaC // mlaD // mlaE // mlaF,mlaFp3 // mlaFp1 // mlaFp2,71.92409,-,mlaFEDCB // mlaFEDCB // mlaFEDCB,mlaFEDCB,3340065,3340365,-
b3195,mlaF,3339256,3340065,mlaB // mlaC // mlaD // mlaE // mlaF,mlaFp3 // mlaFp1 // mlaFp2,71.94112,-,mlaFEDCB // mlaFEDCB // mlaFEDCB,mlaFEDCB,3340065,3340365,-
b3196,yrbG,3340275,3341252,npr // kdsD // yrbG // rapZ // ptsN // hpf // rpoN // lptC // kdsC // lptB // lptA,yrbGp // yrbGp,71.963066,+,yrbG-kdsDC-lptCAB // yrbG-kdsD,yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr,3339975,3340275,+
b3197,kdsD,3341266,3342252,npr // kdsD // yrbG // rapZ // ptsN // hpf // rpoN // lptC // kdsC // lptB // lptA,yrbGp // yrbGp,71.98441,+,yrbG-kdsDC-lptCAB // yrbG-kdsD,yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr,3339975,3340275,+
b3198,kdsC,3342273,3342839,npr // rapZ // ptsN // hpf // rpoN // kdsD // yrbG // lptC // kdsC // lptB // lptA,kdsCp3 // kdsCp2 // yrbGp // kdsCp1,72.0061,+,kdsC-lptCAB // kdsC-lptCAB // yrbG-kdsDC-lptCAB // kdsC-lptCAB,yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr,3339975,3340275,+
b3199,lptC,3342836,3343411,npr // rapZ // ptsN // hpf // rpoN // kdsD // yrbG // lptC // kdsC // lptB // lptA,kdsCp3 // kdsCp2 // yrbGp // kdsCp1,72.018234,+,kdsC-lptCAB // kdsC-lptCAB // yrbG-kdsDC-lptCAB // kdsC-lptCAB,yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr,3339975,3340275,+
b3200,lptA,3343380,3343937,npr // rapZ // ptsN // hpf // rpoN // kdsD // yrbG // lptB // lptA // lptC // kdsC,lptAp2 // kdsCp3 // kdsCp2 // kdsCp1 // yrbGp // lptAp1,72.02996,+,lptAB // kdsC-lptCAB // kdsC-lptCAB // kdsC-lptCAB // yrbG-kdsDC-lptCAB // lptAB,yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr,3339975,3340275,+
b3201,lptB,3343944,3344669,npr // rapZ // ptsN // hpf // rpoN // kdsD // yrbG // lptB // lptA // lptC // kdsC,lptAp2 // kdsCp3 // kdsCp2 // kdsCp1 // yrbGp // lptAp1 // lptBp,72.04211,+,lptAB // kdsC-lptCAB // kdsC-lptCAB // kdsC-lptCAB // yrbG-kdsDC-lptCAB // lptAB // lptB-rpoN-hpf-ptsN-yhbJ,yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr,3339975,3340275,+
b3202,rpoN,3344717,3346150,kdsD // yrbG // lptC // kdsC // lptB // lptA // rpoN // hpf // ptsN // rapZ // npr,lptBp // rpoNp,72.05876,+,lptB-rpoN-hpf-ptsN-yhbJ // rpoN-hpf-ptsN-yhbJ-npr,yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr,3339975,3340275,+
b3203,hpf,3346173,3346460,kdsD // yrbG // lptC // kdsC // lptB // lptA // rpoN // hpf // ptsN // rapZ // npr,lptBp // rpoNp,72.09013,+,lptB-rpoN-hpf-ptsN-yhbJ // rpoN-hpf-ptsN-yhbJ-npr,yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr,3339975,3340275,+
b3204,ptsN,3346578,3347069,kdsD // yrbG // lptC // kdsC // lptB // lptA // rpoN // hpf // ptsN // rapZ // npr,lptBp // rpoNp,72.098854,+,lptB-rpoN-hpf-ptsN-yhbJ // rpoN-hpf-ptsN-yhbJ-npr,yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr,3339975,3340275,+
b3205,rapZ,3347115,3347969,kdsD // yrbG // lptC // kdsC // lptB // lptA // rpoN // hpf // ptsN // rapZ // npr,lptBp // rpoNp,72.11043,+,lptB-rpoN-hpf-ptsN-yhbJ // rpoN-hpf-ptsN-yhbJ-npr,yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr,3339975,3340275,+
b3206,npr,3347966,3348238,npr // kdsD // yrbG // lptC // kdsC // lptA // rapZ // ptsN // hpf // rpoN // lptB,rpoNp,72.12876,+,rpoN-hpf-ptsN-yhbJ-npr,yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr,3339975,3340275,+
b3207,yrbL,3348452,3349084,yrbL,yrbLp,72.13923,+,yrbL,yrbL,3348152,3348452,+
b3208,mtgA,3349081,3349809,elbB // mtgA,,72.15278,-,elbB-mtgA,elbB-mtgA,3350459,3350759,-
b3209,elbB,3349806,3350459,elbB // mtgA,,72.168396,-,elbB-mtgA,elbB-mtgA,3350459,3350759,-
b3210,arcB,3350689,3353025,arcB,arcBp,72.18742,-,arcB,arcB,3353025,3353325,-
b3211,yhcC,3353121,3354050,yhcC,,72.239815,-,yhcC,yhcC,3354050,3354350,-
b3212,gltB,3354725,3359185,gltB // gltD // gltF,gltBp2 // gltBp,72.274376,+,gltBDF // gltBDF,gltBDF,3354425,3354725,+
b3213,gltD,3359198,3360616,gltB // gltD // gltF,gltBp2 // gltBp,72.37074,+,gltBDF // gltBDF,gltBDF,3354425,3354725,+
b3214,gltF,3361176,3361940,gltB // gltD // gltF,gltBp2 // gltBp,72.41335,+,gltBDF // gltF // gltBDF,gltBDF,3354425,3354725,+
b3215,yhcA,3362112,3362786,yhcE // yhcD // yhcA,,72.43352,+,yhcADE,,3361812,3362112,+
b3216,yhcD,3362807,3365188,yhcE // yhcD // yhcA,,72.448494,+,yhcADE,,3362507,3362807,+
b3218,insH10,3365702,3366682,insH10,,72.510864,-,insH-10,insH10,3366682,3366982,-
b3219,yhcF,3366926,3367642,yhcF,,72.53724,+,yhcF,yhcF,3366626,3366926,+
b3220,yhcG,3367827,3368954,yhcG,,72.55665,+,yhcG,yhcG,3367527,3367827,+
b3221,nanQ,3369014,3369478,nanQ // nanK // nanE // nanT // nanA,nanAp,72.58222,-,nanATEK-yhcH,nanATEKQ,3373576,3373876,-
b3222,nanK,3369475,3370350,nanQ // nanK // nanE // nanT // nanA,nanAp,72.59215,-,nanATEK-yhcH,nanATEKQ,3373576,3373876,-
b3223,nanE,3370347,3371036,nanQ // nanK // nanE // nanT // nanA,nanAp,72.61094,-,nanATEK-yhcH,nanATEKQ,3373576,3373876,-
b3224,nanT,3371084,3372574,nanQ // nanK // nanE // nanT // nanA,nanAp,72.626816,-,nanATEK-yhcH,nanATEKQ,3373576,3373876,-
b3225,nanA,3372683,3373576,nanQ // nanK // nanE // nanT // nanA,nanAp // nanAp,72.66126,-,nanA // nanATEK-yhcH,nanATEKQ,3373576,3373876,-
b3226,nanR,3373698,3374489,nanR,,72.68313,-,nanR,nanR,3374489,3374789,-
b3227,dcuD,3374869,3376236,dcuD,dcuDp2 // dcuDp1,72.70836,+,dcuD // dcuD,dcuD,3374569,3374869,+
b3228,sspB,3376279,3376776,sspB // sspA,sspAp,72.73874,-,sspAB,sspAB,3377420,3377720,-
b3229,sspA,3376782,3377420,sspB // sspA,sspAp,72.74957,-,sspAB,sspAB,3377420,3377720,-
b3230,rpsI,3377815,3378207,rpsI // rplM,rplMp,72.77183,-,rpsI // rplM-rpsI,rplM-rpsI,3378651,3378951,-
b3231,rplM,3378223,3378651,rplM // rpsI,rplMp,72.78062,-,rplM-rpsI,rplM-rpsI,3378651,3378951,-
b3232,zapE,3378870,3379997,zapE,,72.794556,-,zapE,zapE,3379997,3380297,-
b3233,zapG,3380191,3380589,zapG,yhcBp,72.82302,+,yhcB,zapG,3379891,3380191,+
b3234,degQ,3380743,3382110,degS // degQ,degQp // degQp1,72.83491,+,degQ // degQS,degQS,3380443,3380743,+
b3235,degS,3382200,3383267,degS // degQ,degSp // degQp1,72.866295,+,degS // degQS,degQS,3380443,3380743,+
b3236,mdh,3383330,3384268,mdh,mdhp2 // mdhp1,72.89065,-,mdh // mdh,mdh,3384268,3384568,-
b3237,argR,3384703,3385173,argR,argRp2 // argRp1,72.92022,+,argR // argR,argR,3384403,3384703,+
b3238,yhcN,3385538,3385801,yhcN,,72.93821,+,yhcN,yhcN,3385238,3385538,+
b3239,yhcO,3385857,3386129,yhcO,,72.94508,-,yhcO,yhcO,3386129,3386429,-
